Window,Midpoint,Pi,Theta,S
67418-68239,67825,0.00326,0.00506,11
67468-68289,67875,0.00299,0.0046,10
67518-68339,67930,0.00299,0.0046,10
67568-68390,67980,0.00326,0.00506,11
67625-68442,68030,0.00271,0.00414,9
67676-68500,68089,0.00306,0.00414,9
67726-68550,68139,0.00354,0.0046,10
67776-68600,68189,0.00354,0.0046,10
67826-68661,68239,0.00382,0.00506,11
67876-68711,68289,0.00333,0.0046,10
67931-68761,68339,0.00333,0.0046,10
67981-68812,68390,0.00361,0.00506,11
68031-68862,68442,0.00361,0.00506,11
68090-68914,68500,0.00333,0.0046,10
68140-68964,68550,0.00333,0.0046,10
68190-69014,68600,0.00361,0.00506,11
68240-69069,68661,0.00389,0.00552,12
68290-69119,68711,0.00389,0.00552,12
68340-69169,68761,0.00389,0.00552,12
68391-69219,68812,0.00361,0.00506,11
68443-69276,68862,0.00382,0.00506,11
68501-69326,68914,0.00319,0.0046,10
68551-69376,68964,0.00243,0.00368,8
68601-69426,69014,0.00399,0.00552,12
68662-69476,69069,0.00399,0.00552,12
68712-69526,69119,0.00427,0.00598,13
68762-69576,69169,0.00427,0.00598,13
68813-69626,69219,0.00399,0.00552,12
68863-69676,69276,0.00399,0.00552,12
68915-69726,69326,0.00399,0.00552,12
68965-69776,69376,0.00372,0.00506,11
69015-69826,69426,0.00372,0.00506,11
69070-69876,69476,0.00344,0.0046,10
69120-69926,69526,0.00344,0.0046,10
69170-69977,69576,0.00344,0.0046,10
69220-70027,69626,0.00441,0.00506,11
69277-70079,69676,0.00469,0.00552,12
69327-70129,69726,0.00497,0.00598,13
69377-70179,69776,0.00517,0.00598,13
69427-70229,69826,0.00486,0.00506,11
69477-70279,69876,0.00458,0.0046,10
69527-70329,69926,0.00549,0.00552,12
69577-70379,69977,0.00549,0.00552,12
69627-70429,70027,0.00611,0.00598,13
69677-70479,70079,0.00639,0.00644,14
69727-70529,70129,0.00639,0.00644,14
69777-70579,70179,0.00639,0.00644,14
69827-70629,70229,0.00611,0.00598,13
69877-70679,70279,0.00639,0.00644,14
69927-70735,70329,0.00688,0.0069,15
69978-70785,70379,0.00764,0.00782,17
70028-70836,70429,0.00667,0.00736,16
70080-70886,70479,0.0059,0.00644,14
70130-70936,70529,0.00639,0.0069,15
70180-70986,70579,0.0059,0.00644,14
70230-71036,70629,0.00465,0.00552,12
70280-71087,70679,0.00465,0.00552,12
70330-71139,70735,0.00347,0.00414,9
70380-71189,70785,0.00347,0.00414,9
70430-71239,70836,0.0034,0.0046,10
70480-71289,70886,0.0034,0.0046,10
70530-71339,70936,0.00368,0.00506,11
70580-71389,70986,0.00368,0.00506,11
70630-71439,71036,0.00368,0.00506,11
70680-71489,71087,0.00389,0.00506,11
70736-71539,71139,0.0034,0.0046,10
70786-71589,71189,0.00264,0.00368,8
70837-71643,71239,0.00264,0.00368,8
70887-71693,71289,0.00292,0.00414,9
70937-71743,71339,0.00264,0.00368,8
70987-71793,71389,0.00264,0.00368,8
71037-71843,71439,0.00326,0.00414,9
71088-71893,71489,0.00326,0.00414,9
71140-71943,71539,0.00326,0.00414,9
71190-71993,71589,0.00354,0.0046,10
71240-72049,71643,0.00396,0.0046,10
71290-72099,71693,0.00431,0.0046,10
71340-72151,71743,0.00542,0.00552,12
71390-72202,71793,0.00542,0.00552,12
71440-72254,71843,0.00542,0.00552,12
71490-72304,71893,0.00556,0.00552,12
71540-72354,71943,0.00556,0.00552,12
71590-72404,71993,0.00583,0.00598,13
71644-72454,72049,0.00556,0.00552,12
71694-72504,72099,0.00528,0.00506,11
71744-72554,72151,0.00507,0.00506,11
71794-72604,72202,0.00632,0.00598,13
71844-72654,72254,0.00569,0.00552,12
71894-72704,72304,0.00597,0.00598,13
71944-72754,72354,0.00743,0.00736,16
71994-72804,72404,0.00792,0.00782,17
72050-72855,72454,0.00833,0.0092,20
72100-72905,72504,0.00847,0.00966,21
72152-72955,72554,0.00708,0.00828,18
72203-73011,72604,0.00764,0.0092,20
72255-73062,72654,0.00764,0.0092,20
72305-73112,72704,0.00701,0.00874,19
72355-73162,72754,0.00757,0.00966,21
72405-73212,72804,0.00729,0.0092,20
72455-73262,72855,0.00806,0.01012,22
72505-73312,72905,0.00833,0.01058,23
72555-73362,72955,0.00833,0.01058,23
72605-73412,73011,0.00708,0.00966,21
72655-73462,73062,0.00736,0.01012,22
72705-73512,73112,0.00708,0.00966,21
72755-73562,73162,0.00563,0.00828,18
72805-73612,73212,0.00604,0.00874,19
72856-73662,73262,0.00465,0.00644,14
72906-73712,73312,0.00389,0.00552,12
72956-73762,73362,0.00417,0.00598,13
73012-73812,73412,0.00438,0.00598,13
73063-73862,73462,0.00438,0.00598,13
73113-73912,73512,0.00438,0.00598,13
73163-73977,73562,0.00486,0.00644,14
73213-74028,73612,0.00486,0.00644,14
73263-74078,73662,0.0041,0.00552,12
73313-74128,73712,0.0041,0.00552,12
73363-74178,73762,0.00382,0.00506,11
73413-74228,73812,0.00382,0.00506,11
73463-74278,73862,0.00431,0.00552,12
73513-74328,73912,0.00479,0.00598,13
73563-74378,73977,0.00479,0.00598,13
73613-74428,74028,0.00361,0.0046,10
73663-74478,74078,0.00389,0.00506,11
73713-74528,74128,0.00389,0.00506,11
73763-74578,74178,0.00389,0.00506,11
73813-74628,74228,0.00313,0.00414,9
73863-74678,74278,0.00424,0.00506,11
73913-74728,74328,0.00451,0.00552,12
73978-74778,74378,0.00347,0.00414,9
74029-74828,74428,0.00347,0.00414,9
74079-74878,74478,0.00347,0.00414,9
74129-74928,74528,0.00319,0.00368,8
74179-74978,74578,0.00347,0.00414,9
74229-75028,74628,0.00347,0.00414,9
74279-75078,74678,0.00271,0.00322,7
74329-75128,74728,0.00222,0.00276,6
74379-75178,74778,0.00333,0.00368,8
74429-75228,74828,0.00333,0.00368,8
74479-75278,74878,0.00333,0.00368,8
74529-75328,74928,0.00333,0.00368,8
74579-75378,74978,0.00333,0.00368,8
74629-75428,75028,0.00361,0.00414,9
74679-75478,75078,0.00278,0.00368,8
74729-75528,75128,0.00278,0.00368,8
74779-75578,75178,0.00326,0.00414,9
74829-75628,75228,0.00375,0.0046,10
74879-75680,75278,0.00503,0.00598,13
74929-75730,75328,0.00531,0.00644,14
74979-75780,75378,0.00503,0.00598,13
75029-75830,75428,0.00587,0.00736,16
75079-75880,75478,0.00649,0.00782,17
75129-75930,75528,0.00649,0.00782,17
75179-75980,75578,0.00538,0.0069,15
75229-76030,75628,0.00538,0.0069,15
75279-76080,75680,0.0051,0.00644,14
75329-76130,75730,0.0051,0.00644,14
75379-76180,75780,0.0051,0.00644,14
75429-76230,75830,0.00483,0.00598,13
75479-76280,75880,0.00455,0.00552,12
75529-76330,75930,0.00427,0.00506,11
75579-76380,75980,0.00455,0.00552,12
75629-76430,76030,0.00542,0.00644,14
75681-76480,76080,0.00531,0.00644,14
75731-76530,76130,0.00503,0.00598,13
75781-76580,76180,0.00552,0.00644,14
75831-76630,76230,0.00469,0.00506,11
75881-76680,76280,0.00434,0.00506,11
75931-76734,76330,0.00503,0.00552,12
75981-76784,76380,0.00503,0.00552,12
76031-76834,76430,0.00552,0.00598,13
76081-76884,76480,0.00552,0.00598,13
76131-76934,76530,0.00642,0.0069,15
76181-76987,76580,0.00615,0.00644,14
76231-77037,76630,0.00615,0.00644,14
76281-77089,76680,0.0067,0.00736,16
76331-77139,76734,0.00823,0.00874,19
76381-77189,76784,0.00747,0.00782,17
76431-77239,76834,0.0066,0.0069,15
76481-77289,76884,0.00542,0.00552,12
76531-77339,76934,0.00569,0.00598,13
76581-77389,76987,0.00521,0.00552,12
76631-77439,77037,0.00569,0.00598,13
76681-77489,77089,0.00542,0.00552,12
76735-77539,77139,0.00472,0.00506,11
76785-77589,77189,0.00521,0.00552,12
76835-77639,77239,0.00472,0.00506,11
76885-77689,77289,0.00556,0.00644,14
76935-77739,77339,0.00465,0.00552,12
76988-77789,77389,0.00514,0.00598,13
77038-77839,77439,0.00514,0.00598,13
77090-77889,77489,0.00458,0.00506,11
77140-77939,77539,0.00306,0.00368,8
77190-77989,77589,0.00306,0.00368,8
77240-78039,77639,0.00306,0.00368,8
77290-78089,77689,0.00306,0.00368,8
77340-78139,77739,0.00333,0.00414,9
77390-78189,77789,0.00417,0.00552,12
77440-78239,77839,0.00368,0.00506,11
77490-78305,77889,0.00472,0.00644,14
77540-78355,77939,0.00528,0.00736,16
77590-78405,77989,0.00479,0.0069,15
77640-78455,78039,0.00507,0.00736,16
77690-78505,78089,0.00424,0.00598,13
77740-78555,78139,0.00424,0.00598,13
77790-78605,78189,0.00424,0.00598,13
77840-78655,78239,0.00451,0.00644,14
77890-78705,78305,0.00528,0.00736,16
77940-78755,78355,0.00528,0.00736,16
77990-78805,78405,0.00528,0.00736,16
78040-78855,78455,0.00479,0.0069,15
78090-78905,78505,0.00479,0.0069,15
78140-78955,78555,0.00424,0.00598,13
78190-79005,78605,0.00368,0.00506,11
78240-79055,78655,0.00396,0.00552,12
78306-79105,78705,0.00292,0.00414,9
78356-79155,78755,0.00264,0.00368,8
78406-79205,78805,0.00292,0.00414,9
78456-79255,78855,0.00264,0.00368,8
78506-79305,78905,0.00264,0.00368,8
78556-79356,78955,0.0075,0.00828,18
78606-79411,79005,0.00778,0.00874,19
78656-79463,79055,0.0075,0.00828,18
78706-79513,79105,0.00792,0.00874,19
78756-79563,79155,0.00882,0.00966,21
78806-79613,79205,0.00882,0.00966,21
78856-79663,79255,0.00938,0.01058,23
78906-79713,79305,0.00993,0.0115,25
78956-79763,79356,0.00993,0.0115,25
79006-79813,79411,0.00993,0.0115,25
79056-79863,79463,0.01014,0.0115,25
79106-79913,79513,0.01069,0.01242,27
79156-79963,79563,0.01097,0.01288,28
79206-80013,79613,0.01132,0.01288,28
79256-80063,79663,0.0116,0.01334,29
79306-80113,79713,0.0116,0.01334,29
79357-80163,79763,0.00674,0.00874,19
79412-80213,79813,0.00597,0.00782,17
79464-80263,79863,0.00597,0.00782,17
79514-80313,79913,0.00479,0.00644,14
79564-80363,79963,0.00417,0.00598,13
79614-80413,80013,0.00417,0.00598,13
79664-80463,80063,0.00361,0.00506,11
79714-80513,80113,0.00368,0.0046,10
79764-80563,80163,0.00368,0.0046,10
79814-80613,80213,0.0034,0.00414,9
79864-80663,80263,0.00292,0.00368,8
79914-80713,80313,0.00264,0.00322,7
79964-80763,80363,0.00271,0.00276,6
80014-80813,80413,0.00208,0.0023,5
80064-80863,80463,0.00181,0.00184,4
80114-80913,80513,0.00181,0.00184,4
80164-80963,80563,0.00208,0.0023,5
80214-81013,80613,0.00208,0.0023,5
80264-81063,80663,0.00208,0.0023,5
80314-81113,80713,0.00236,0.00276,6
80364-81163,80763,0.00208,0.0023,5
80414-81213,80813,0.00236,0.00276,6
80464-81263,80863,0.00292,0.00368,8
80514-81313,80913,0.00229,0.00322,7
80564-81363,80963,0.00229,0.00322,7
80614-81413,81013,0.00229,0.00322,7
80664-81463,81063,0.00257,0.00368,8
80714-81513,81113,0.00257,0.00368,8
80764-81563,81163,0.00194,0.00322,7
80814-81613,81213,0.00194,0.00322,7
80864-81663,81263,0.00194,0.00322,7
80914-81713,81313,0.00222,0.00368,8
80964-81763,81363,0.00222,0.00368,8
81014-81813,81413,0.0025,0.00414,9
81064-81863,81463,0.00299,0.0046,10
81114-81913,81513,0.00271,0.00414,9
81164-81963,81563,0.00299,0.0046,10
81214-82013,81613,0.00271,0.00414,9
81264-82063,81663,0.00215,0.00322,7
81314-82113,81713,0.00292,0.00414,9
81364-82163,81763,0.00292,0.00414,9
81414-82213,81813,0.0041,0.00552,12
81464-82263,81863,0.00382,0.00506,11
81514-82313,81913,0.00382,0.00506,11
81564-82363,81963,0.00382,0.00506,11
81614-82413,82013,0.00431,0.00552,12
81664-82463,82063,0.00431,0.00552,12
81714-82513,82113,0.00403,0.00506,11
81764-82563,82163,0.00375,0.0046,10
81814-82613,82213,0.00347,0.00414,9
81864-82663,82263,0.00299,0.00368,8
81914-82713,82313,0.00326,0.00414,9
81964-82763,82363,0.00326,0.00414,9
82014-82813,82413,0.00354,0.0046,10
82064-82863,82463,0.00451,0.00552,12
82114-82913,82513,0.00431,0.00552,12
82164-82963,82563,0.00431,0.00552,12
82214-83013,82613,0.00313,0.00414,9
82264-83063,82663,0.00389,0.00506,11
82314-83113,82713,0.00389,0.00506,11
82364-83163,82763,0.00417,0.00552,12
82414-83214,82813,0.00396,0.00552,12
82464-83264,82863,0.00472,0.00644,14
82514-83316,82913,0.00472,0.00644,14
82564-83370,82963,0.005,0.0069,15
82614-83421,83013,0.005,0.0069,15
82664-83471,83063,0.00528,0.00736,16
82714-83521,83113,0.00639,0.00828,18
82764-83571,83163,0.0066,0.00828,18
82814-83621,83214,0.0066,0.00828,18
82864-83671,83264,0.00563,0.00736,16
82914-83721,83316,0.00556,0.0069,15
82964-83771,83370,0.00556,0.0069,15
83014-83821,83421,0.00583,0.00736,16
83064-83874,83471,0.00576,0.0069,15
83114-83924,83521,0.00576,0.0069,15
83164-83974,83571,0.00576,0.0069,15
83215-84024,83621,0.00694,0.00782,17
83265-84076,83671,0.00722,0.00828,18
83317-84126,83721,0.00806,0.00966,21
83371-84184,83771,0.00778,0.0092,20
83422-84234,83821,0.00778,0.0092,20
83472-84284,83874,0.0075,0.00874,19
83522-84334,83924,0.00639,0.00782,17
83572-84384,83974,0.0059,0.00736,16
83622-84434,84024,0.00611,0.00736,16
83672-84484,84076,0.00639,0.00782,17
83722-84534,84126,0.00618,0.00782,17
83772-84584,84184,0.00618,0.00782,17
83822-84634,84234,0.0059,0.00736,16
83875-84684,84284,0.00576,0.00782,17
83925-84734,84334,0.00549,0.00736,16
83975-84784,84384,0.00653,0.00874,19
84027-84834,84434,0.00535,0.00782,17
84077-84884,84484,0.00431,0.00644,14
84127-84934,84534,0.00375,0.00552,12
84185-84984,84584,0.00375,0.00552,12
84235-85034,84634,0.00458,0.0069,15
84285-85084,84684,0.00486,0.00736,16
84335-85134,84734,0.00458,0.0069,15
84385-85184,84784,0.00507,0.00736,16
84435-85234,84834,0.00458,0.0069,15
84485-85284,84884,0.00528,0.00736,16
84535-85334,84934,0.005,0.0069,15
84585-85384,84984,0.00563,0.00736,16
84635-85434,85034,0.0059,0.00782,17
84685-85484,85084,0.00535,0.0069,15
84735-85534,85134,0.00535,0.0069,15
84785-85584,85184,0.00403,0.00506,11
84835-85634,85234,0.00403,0.00506,11
84885-85688,85284,0.00403,0.00506,11
84935-85738,85334,0.00375,0.0046,10
84985-85788,85384,0.00375,0.0046,10
85035-85838,85434,0.00319,0.00368,8
85085-85888,85484,0.00292,0.00322,7
85135-85938,85534,0.00292,0.00322,7
85185-85988,85584,0.00243,0.00276,6
85235-86038,85634,0.00243,0.00276,6
85285-86088,85688,0.00146,0.00184,4
85335-86138,85738,0.00146,0.00184,4
85385-86188,85788,0.00083,0.00138,3
85435-86238,85838,0.00104,0.00138,3
85485-86288,85888,0.00104,0.00138,3
85535-86338,85938,0.00104,0.00138,3
85585-86388,85988,0.00104,0.00138,3
85635-86438,86038,0.00076,0.00092,2
85689-86488,86088,0.00076,0.00092,2
85739-86538,86138,0.00076,0.00092,2
85789-86588,86188,0.00076,0.00092,2
85839-86638,86238,0.00049,0.00046,1
85889-86688,86288,0.00049,0.00046,1
85939-86738,86338,0.00049,0.00046,1
85989-86788,86388,0.00049,0.00046,1
86039-86838,86438,0.00049,0.00046,1
86089-86888,86488,0.00049,0.00046,1
86139-86938,86538,0.00049,0.00046,1
86189-86988,86588,0.00049,0.00046,1
86239-87038,86638,0,0,0
86289-87088,86688,0,0,0
86339-87138,86738,0,0,0
86389-87188,86788,0,0,0
86439-87241,86838,0,0,0
86489-87291,86888,0,0,0
86539-87341,86938,0.00028,0.00046,1
86589-87391,86988,0.00028,0.00046,1
86639-87441,87038,0.00028,0.00046,1
86689-87491,87088,0.00028,0.00046,1
86739-87541,87138,0.00028,0.00046,1
86789-87591,87188,0.00056,0.00092,2
86839-87641,87241,0.00056,0.00092,2
86889-87691,87291,0.00056,0.00092,2
86939-87741,87341,0.00056,0.00092,2
86989-87791,87391,0.00056,0.00092,2
87039-87841,87441,0.00056,0.00092,2
87089-87891,87491,0.00083,0.00138,3
87139-87950,87541,0.00083,0.00138,3
87189-88000,87591,0.00083,0.00138,3
87242-88050,87641,0.00083,0.00138,3
87292-88100,87691,0.00083,0.00138,3
87342-88150,87741,0.00056,0.00092,2
87392-88200,87791,0.00104,0.00138,3
87442-88250,87841,0.00104,0.00138,3
87492-88300,87891,0.00104,0.00138,3
87542-88350,87950,0.00104,0.00138,3
87592-88400,88000,0.00076,0.00092,2
87642-88450,88050,0.00076,0.00092,2
87692-88500,88100,0.00076,0.00092,2
87742-88550,88150,0.00076,0.00092,2
87792-88600,88200,0.00076,0.00092,2
87842-88650,88250,0.00076,0.00092,2
87892-88751,88300,0.00049,0.00046,1
87951-88801,88350,0.00049,0.00046,1
88001-88851,88400,0.00049,0.00046,1
88051-88901,88450,0.00049,0.00046,1
88101-88951,88500,0.00049,0.00046,1
88151-89001,88550,0.00049,0.00046,1
88201-89051,88600,0,0,0
88251-89101,88650,0,0,0
88301-89151,88751,0,0,0
88351-89201,88801,0,0,0
88401-89251,88851,0,0,0
88451-89301,88901,0,0,0
88501-89351,88951,0.00028,0.00046,1
88551-89401,89001,0.00028,0.00046,1
88601-89451,89051,0.00028,0.00046,1
88651-89501,89101,0.00028,0.00046,1
88752-89551,89151,0.00028,0.00046,1
88802-89601,89201,0.00028,0.00046,1
88852-89651,89251,0.00028,0.00046,1
88902-89701,89301,0.00028,0.00046,1
88952-89751,89351,0.00056,0.00092,2
89002-89801,89401,0.00056,0.00092,2
89052-89877,89451,0.00056,0.00092,2
89102-89927,89501,0.00118,0.00138,3
89152-89977,89551,0.00118,0.00138,3
89202-90027,89601,0.00118,0.00138,3
89252-90077,89651,0.00118,0.00138,3
89302-90127,89701,0.00118,0.00138,3
89352-90177,89751,0.0009,0.00092,2
89402-90227,89801,0.0009,0.00092,2
89452-90277,89877,0.00118,0.00138,3
89502-90327,89927,0.00118,0.00138,3
89552-90377,89977,0.00118,0.00138,3
89602-90427,90027,0.00118,0.00138,3
89652-90477,90077,0.00118,0.00138,3
89702-90527,90127,0.00118,0.00138,3
89752-90577,90177,0.0009,0.00092,2
89802-90627,90227,0.0009,0.00092,2
89878-90677,90277,0.0009,0.00092,2
89928-90727,90327,0.00028,0.00046,1
89978-90777,90377,0.00028,0.00046,1
90028-90827,90427,0.00028,0.00046,1
90078-90877,90477,0.00028,0.00046,1
90128-90927,90527,0.00056,0.00092,2
90178-90980,90577,0.00056,0.00092,2
90228-91030,90627,0.00056,0.00092,2
90278-91080,90677,0.00056,0.00092,2
90328-91130,90727,0.00083,0.00138,3
90378-91180,90777,0.00083,0.00138,3
90428-91230,90827,0.00083,0.00138,3
90478-91280,90877,0.00083,0.00138,3
90528-91330,90927,0.00083,0.00138,3
90578-91380,90980,0.00083,0.00138,3
90628-91430,91030,0.00083,0.00138,3
90678-91480,91080,0.00083,0.00138,3
90728-91530,91130,0.00083,0.00138,3
90778-91580,91180,0.00139,0.0023,5
90828-91630,91230,0.00139,0.0023,5
90878-91680,91280,0.00167,0.00276,6
90928-91730,91330,0.00139,0.0023,5
90981-91780,91380,0.00139,0.0023,5
91031-91830,91430,0.00139,0.0023,5
91081-91880,91480,0.00111,0.00184,4
91131-91930,91530,0.00146,0.00184,4
91181-91980,91580,0.00194,0.0023,5
91231-92030,91630,0.00194,0.0023,5
91281-92080,91680,0.00194,0.0023,5
91331-92130,91730,0.00194,0.0023,5
91381-92180,91780,0.00194,0.0023,5
91431-92230,91830,0.00257,0.00276,6
91481-92280,91880,0.00257,0.00276,6
91531-92352,91930,0.00313,0.00368,8
91581-92402,91980,0.00306,0.00322,7
91631-92452,92030,0.00306,0.00322,7
91681-92502,92080,0.00278,0.00276,6
91731-92552,92130,0.00278,0.00276,6
91781-92602,92180,0.00278,0.00276,6
91831-92652,92230,0.00278,0.00276,6
91881-92702,92280,0.00278,0.00276,6
91931-92752,92352,0.00215,0.0023,5
91981-92802,92402,0.00167,0.00184,4
92031-92852,92452,0.00167,0.00184,4
92081-92902,92502,0.00167,0.00184,4
92131-92952,92552,0.00167,0.00184,4
92181-93002,92602,0.00167,0.00184,4
92231-93052,92652,0.00104,0.00138,3
92281-93102,92702,0.00104,0.00138,3
92353-93152,92752,0.00049,0.00046,1
92403-93202,92802,0,0,0
92453-93252,92852,0,0,0
92503-93302,92902,0,0,0
92553-93352,92952,0,0,0
92603-93402,93002,0,0,0
92653-93452,93052,0.00063,0.00046,1
92703-93502,93102,0.00063,0.00046,1
92753-93552,93152,0.00063,0.00046,1
92803-93602,93202,0.00063,0.00046,1
92853-93652,93252,0.00063,0.00046,1
92903-93702,93302,0.00063,0.00046,1
92953-93752,93352,0.00063,0.00046,1
93003-93802,93402,0.00063,0.00046,1
93053-93852,93452,0.00063,0.00046,1
93103-93902,93502,0.00063,0.00046,1
93153-93952,93552,0.00063,0.00046,1
93203-94002,93602,0.00063,0.00046,1
93253-94052,93652,0.00063,0.00046,1
93303-94102,93702,0.00063,0.00046,1
93353-94152,93752,0.00063,0.00046,1
93403-94202,93802,0.00063,0.00046,1
93453-94252,93852,0,0,0
93503-94302,93902,0,0,0
93553-94352,93952,0,0,0
93603-94402,94002,0,0,0
93653-94452,94052,0,0,0
93703-94502,94102,0,0,0
93753-94552,94152,0,0,0
93803-94602,94202,0,0,0
93853-94652,94252,0,0,0
93903-94702,94302,0,0,0
93953-94752,94352,0,0,0
94003-94802,94402,0,0,0
94053-94852,94452,0.00278,0.00184,4
94103-94902,94502,0.00278,0.00184,4
94153-94952,94552,0.00278,0.00184,4
94203-95002,94602,0.00278,0.00184,4
94253-95052,94652,0.00306,0.0023,5
94303-95102,94702,0.00333,0.00276,6
94353-95152,94752,0.00382,0.00322,7
94403-95202,94802,0.00382,0.00322,7
94453-95252,94852,0.00382,0.00322,7
94503-95302,94902,0.00382,0.00322,7
94553-95352,94952,0.00382,0.00322,7
94603-95402,95002,0.00382,0.00322,7
94653-95452,95052,0.00382,0.00322,7
94703-95502,95102,0.00382,0.00322,7
94753-95552,95152,0.00382,0.00322,7
94803-95602,95202,0.00382,0.00322,7
94853-95652,95252,0.00104,0.00138,3
94903-95702,95302,0.00104,0.00138,3
94953-95752,95352,0.00104,0.00138,3
95003-95802,95402,0.00104,0.00138,3
95053-95852,95452,0.00076,0.00092,2
95103-95902,95502,0.00049,0.00046,1
95153-95952,95552,0,0,0
95203-96002,95602,0,0,0
95253-96052,95652,0,0,0
95303-96102,95702,0,0,0
95353-96152,95752,0,0,0
95403-96202,95802,0,0,0
95453-96252,95852,0,0,0
95503-96302,95902,0,0,0
95553-96352,95952,0,0,0
95603-96402,96002,0,0,0
95653-96452,96052,0,0,0
95703-96502,96102,0,0,0
95753-96552,96152,0,0,0
95803-96602,96202,0,0,0
95853-96652,96252,0,0,0
95903-96702,96302,0,0,0
95953-96753,96352,0,0,0
96003-96803,96402,0,0,0
96053-96853,96452,0,0,0
96103-96903,96502,0,0,0
96153-96953,96552,0,0,0
96203-97003,96602,0,0,0
96253-97053,96652,0,0,0
96303-97103,96702,0,0,0
96353-97153,96753,0,0,0
96403-97203,96803,0,0,0
96453-97253,96853,0,0,0
96503-97303,96903,0,0,0
96553-97353,96953,0,0,0
96603-97403,97003,0,0,0
96653-97453,97053,0,0,0
96703-97503,97103,0,0,0
96754-97553,97153,0,0,0
96804-97603,97203,0,0,0
96854-97653,97253,0,0,0
96904-97703,97303,0,0,0
96954-97753,97353,0,0,0
97004-97803,97403,0,0,0
97054-97853,97453,0,0,0
97104-97903,97503,0,0,0
97154-97953,97553,0.00028,0.00046,1
97204-98003,97603,0.00028,0.00046,1
97254-98053,97653,0.00028,0.00046,1
97304-98103,97703,0.00028,0.00046,1
97354-98153,97753,0.00028,0.00046,1
97404-98203,97803,0.00028,0.00046,1
97454-98253,97853,0.00028,0.00046,1
97504-98303,97903,0.00028,0.00046,1
97554-98353,97953,0.00028,0.00046,1
97604-98403,98003,0.00028,0.00046,1
97654-98453,98053,0.00028,0.00046,1
97704-98503,98103,0.00056,0.00092,2
97754-98553,98153,0.00056,0.00092,2
97804-98603,98203,0.00056,0.00092,2
97854-98653,98253,0.00056,0.00092,2
97904-98703,98303,0.00056,0.00092,2
97954-98753,98353,0.00028,0.00046,1
98004-98803,98403,0.00028,0.00046,1
98054-98853,98453,0.00028,0.00046,1
98104-98903,98503,0.00028,0.00046,1
98154-98953,98553,0.00028,0.00046,1
98204-99003,98603,0.00028,0.00046,1
98254-99053,98653,0.00028,0.00046,1
98304-99103,98703,0.00028,0.00046,1
98354-99153,98753,0.00028,0.00046,1
98404-99203,98803,0.00028,0.00046,1
98454-99253,98853,0.00028,0.00046,1
98504-99303,98903,0,0,0
98554-99353,98953,0,0,0
98604-99403,99003,0,0,0
98654-99453,99053,0,0,0
98704-99503,99103,0,0,0
98754-99553,99153,0,0,0
98804-99603,99203,0,0,0
98854-99653,99253,0,0,0
98904-99709,99303,0,0,0
98954-99761,99353,0,0,0
99004-99811,99403,0.00028,0.00046,1
99054-99861,99453,0.00028,0.00046,1
99104-99911,99503,0.00056,0.00092,2
99154-99961,99553,0.00056,0.00092,2
99204-100011,99603,0.00056,0.00092,2
99254-100061,99653,0.00056,0.00092,2
99304-100111,99709,0.00056,0.00092,2
99354-100161,99761,0.00056,0.00092,2
99404-100211,99811,0.00056,0.00092,2
99454-100261,99861,0.00056,0.00092,2
99504-100311,99911,0.00056,0.00092,2
99554-100361,99961,0.00083,0.00138,3
99604-100411,100011,0.00083,0.00138,3
99654-100461,100061,0.00083,0.00138,3
99710-100511,100111,0.00083,0.00138,3
99762-100561,100161,0.00083,0.00138,3
99812-100611,100211,0.00056,0.00092,2
99862-100661,100261,0.00056,0.00092,2
99912-100711,100311,0.00028,0.00046,1
99962-100761,100361,0.00028,0.00046,1
100012-100811,100411,0.00028,0.00046,1
100062-100861,100461,0.00028,0.00046,1
100112-100911,100511,0.00028,0.00046,1
100162-100961,100561,0.00028,0.00046,1
100212-101011,100611,0.00028,0.00046,1
100262-101061,100661,0.00028,0.00046,1
100312-101111,100711,0.00028,0.00046,1
100362-101161,100761,0,0,0
100412-101211,100811,0,0,0
100462-101261,100861,0,0,0
100512-101311,100911,0,0,0
100562-101361,100961,0,0,0
100612-101411,101011,0,0,0
100662-101461,101061,0,0,0
100712-101511,101111,0,0,0
100762-101561,101161,0,0,0
100812-101611,101211,0,0,0
100862-101661,101261,0,0,0
100912-101711,101311,0,0,0
100962-101761,101361,0,0,0
101012-101811,101411,0,0,0
101062-101861,101461,0,0,0
101112-101911,101511,0,0,0
101162-101961,101561,0,0,0
101212-102011,101611,0,0,0
101262-102061,101661,0,0,0
101312-102111,101711,0,0,0
101362-102161,101761,0,0,0
101412-102211,101811,0,0,0
101462-102261,101861,0,0,0
101512-102311,101911,0,0,0
101562-102361,101961,0,0,0
101612-102411,102011,0,0,0
101662-102461,102061,0,0,0
101712-102511,102111,0,0,0
101762-102561,102161,0,0,0
101812-102611,102211,0,0,0
101862-102661,102261,0,0,0
101912-102711,102311,0,0,0
101962-102761,102361,0,0,0
102012-102811,102411,0,0,0
102062-102861,102461,0,0,0
102112-102911,102511,0,0,0
102162-102961,102561,0.00028,0.00046,1
102212-103011,102611,0.00056,0.00092,2
102262-103061,102661,0.00056,0.00092,2
102312-103111,102711,0.00083,0.00138,3
102362-103161,102761,0.00083,0.00138,3
102412-103211,102811,0.00083,0.00138,3
102462-103261,102861,0.00083,0.00138,3
102512-103311,102911,0.00083,0.00138,3
102562-103361,102961,0.00083,0.00138,3
